domain	utterance	seqlogical
reminder	I need to reply to Billy about Sarah's baby shower; can you remind me in 3 days?	[IN:CREATE_REMINDER I need to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Billy ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:ORGANIZER_EVENT Sarah ] 's [SL:CATEGORY_EVENT baby shower ] ] ] ] ] ; can you remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME in 3 days ] ? ]
reminder	Delete the reminder to send videos to Lisa on Kelly's accident.	[IN:DELETE_REMINDER Delete the reminder to [SL:TODO [IN:SEND_MESSAGE send [SL:TYPE_CONTENT videos ] to [SL:RECIPIENT Lisa ] on [SL:CONTENT_EXACT Kelly 's accident ] ] ] . ]
reminder	Set a reminder to message Ed about the gig	[IN:CREATE_REMINDER Set a reminder to [SL:TODO [IN:SEND_MESSAGE message [SL:RECIPIENT Ed ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:CATEGORY_EVENT the gig ] ] ] ] ] ]
reminder	Remind me to reply to Jim about our lunch meeting	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT Jim ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:ORGANIZER_EVENT our ] [SL:CATEGORY_EVENT lunch meeting ] ] ] ] ] ]
reminder	Remind me to answer Carla’s email to let her know I can’t attend her luncheon	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE answer [SL:RECIPIENT Carla ] ’s email to let her know [SL:CONTENT_EXACT I can’t attend her luncheon ] ] ] ]
reminder	Add alicia to the group reminder for friday at 5.	[IN:UPDATE_REMINDER Add [SL:PERSON_REMINDED_ADDED alicia ] to the [SL:PERSON_REMINDED group ] reminder [SL:DATE_TIME for friday at 5 ] . ]
reminder	Remind me to email Eva about dad's birthday celebration next week.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT Eva ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:ORGANIZER_EVENT [IN:GET_CONTACT [SL:TYPE_RELATION dad ] ] ] 's [SL:CATEGORY_EVENT birthday celebration ] ] ] ] ] [SL:DATE_TIME next week ] . ]
reminder	please remind me on Saturday at 9 am to leave Justin a message about the upcoming meeting on Monday	[IN:CREATE_REMINDER please remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME on Saturday at 9 am ] to [SL:TODO [IN:SEND_MESSAGE leave [SL:RECIPIENT Justin ] a message about [SL:CONTENT_EXACT [IN:GET_EVENT the upcoming [SL:CATEGORY_EVENT meeting ] [SL:DATE_TIME on Monday ] ] ] ] ] ]
reminder	Remind me to email professor about exam grade today	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO [IN:SEND_MESSAGE email [SL:CONTACT professor ] ] ] about [SL:TODO exam grade ] ] ] [SL:DATE_TIME today ] ]
reminder	Remind me to send Jennifer an email about next weeks meeting	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE send [SL:RECIPIENT Jennifer ] an email about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:DATE_TIME next weeks ] [SL:CATEGORY_EVENT meeting ] ] ] ] ] ]
reminder	Set a reminder to email my coworkers by tonight.	[IN:CREATE_REMINDER Set a reminder to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:MUTUAL_EMPLOYER coworkers ] ] ] ] ] [SL:DATE_TIME by tonight ] . ]
reminder	Add Lindsey to all reminders related to Ava's soccer games	[IN:UPDATE_REMINDER Add [SL:PERSON_REMINDED_ADDED Lindsey ] to [SL:AMOUNT all ] reminders related to [SL:TODO Ava 's soccer games ] ]
reminder	Remind me to email Michelle on Tuesday about the recital	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:GET_TODO [SL:TODO [IN:SEND_MESSAGE email [SL:CONTACT Michelle ] ] ] [SL:DATE_TIME on Tuesday ] about [SL:TODO the recital ] ] ] ]
reminder	set weekly reminder to email the test result to the cheer team saturday	[IN:CREATE_REMINDER set [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY weekly ] ] ] reminder to [SL:TODO [IN:GET_TODO [SL:TODO [IN:SEND_MESSAGE email [SL:CONTENT_EXACT the test result ] to [SL:GROUP the cheer team ] ] ] [SL:DATE_TIME saturday ] ] ] ]
reminder	Add Liz to the birthday reminder list for Sarah's surprise party	[IN:UPDATE_REMINDER Add [SL:PERSON_REMINDED_ADDED Liz ] to the [SL:TODO birthday ] reminder list for [SL:TODO Sarah 's surprise party ] ]
reminder	Cancel the reminder about dinner with my younger sister this Saturday night.	[IN:DELETE_REMINDER Cancel the reminder about [SL:TODO [IN:GET_TODO [SL:TODO dinner ] with [SL:ATTENDEE [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:AGE younger ] [SL:TYPE_RELATION sister ] ] ] ] ] [SL:DATE_TIME this Saturday night ] . ]
reminder	set an alert for tuesday at 6pm to message mike about the gathering	[IN:CREATE_REMINDER set an alert [SL:DATE_TIME for tuesday at 6 pm ] to [SL:TODO [IN:SEND_MESSAGE message [SL:RECIPIENT mike ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:CATEGORY_EVENT the gathering ] ] ] ] ] ]
reminder	include my sister on the reminder for mom's birthday	[IN:UPDATE_REMINDER include [SL:PERSON_REMINDED_ADDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION sister ] ] ] on the reminder for [SL:TODO mom 's birthday ] ]
reminder	Remind me to send an email to all IT group members that the team building excursion will be canceled due to bad weather at 2:00 pm.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE send an email to all [SL:GROUP IT ] group members that [SL:CONTENT_EXACT the team building excursion will be canceled due to bad weather ] ] ] [SL:DATE_TIME at 2 : 00 pm ] . ]
reminder	I need to zip Eddie an email containing details about Tuesday's practice; please remind me every half hour until 11pm.	[IN:CREATE_REMINDER I need to [SL:TODO [IN:SEND_MESSAGE zip [SL:RECIPIENT Eddie ] an email containing details about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:DATE_TIME Tuesday ] 's [SL:CATEGORY_EVENT practice ] ] ] ] ] ; please remind [SL:PERSON_REMINDED me ] [SL:RECURRING_DATE_TIME [IN:GET_RECURRING_DATE_TIME [SL:FREQUENCY every half hour ] [SL:DATE_TIME until 11 pm ] ] ] . ]
reminder	I want to add Dave to the reminder for our meeting this afternoon	[IN:UPDATE_REMINDER [SL:PERSON_REMINDED I ] want to add [SL:PERSON_REMINDED_ADDED Dave ] to the reminder for [SL:TODO our meeting ] [SL:DATE_TIME this afternoon ] ]
reminder	Send me a reminder to send an email to Gretchen about dinner on  Friday.	[IN:CREATE_REMINDER Send [SL:PERSON_REMINDED me ] a reminder to [SL:TODO [IN:SEND_MESSAGE send an email to [SL:RECIPIENT Gretchen ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:CATEGORY_EVENT dinner ] ] ] ] ] [SL:DATE_TIME on Friday ] . ]
reminder	remind me to reply to uncle bens email on sunday	[IN:CREATE_REMINDER remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION uncle ] [SL:CONTACT bens ] ] ] email ] ] [SL:DATE_TIME on sunday ] ]
reminder	Add to my doctor's appointment reminder my brother	[IN:UPDATE_REMINDER Add to [SL:PERSON_REMINDED my ] [SL:TODO doctor 's appointment ] reminder [SL:PERSON_REMINDED_ADDED [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION brother ] ] ] ]
reminder	Remind me to text Minky about the concert on Thursday.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:SEND_MESSAGE text [SL:RECIPIENT Minky ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:CATEGORY_EVENT the concert ] ] ] ] ] [SL:DATE_TIME on Thursday ] . ]
reminder	Remind me to send my email reply to Maddy tonight.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] to [SL:TODO [IN:REPLY_MESSAGE send [SL:SENDER my ] email reply to [SL:RECIPIENT Maddy ] ] ] [SL:DATE_TIME tonight ] . ]
reminder	Add Larry to the reminder for meeting the guys on Sunday.	[IN:UPDATE_REMINDER Add [SL:PERSON_REMINDED_ADDED Larry ] to the reminder for [SL:TODO meeting the guys ] [SL:DATE_TIME on Sunday ] . ]
reminder	Delete the reminders to email Mom about the party.	[IN:DELETE_REMINDER Delete the reminders to [SL:TODO [IN:SEND_MESSAGE email [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION Mom ] ] ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:CATEGORY_EVENT the party ] ] ] ] ] . ]
reminder	remove Steve from my group reminder for my party for mom and day	[IN:UPDATE_REMINDER remove [SL:PERSON_REMINDED_REMOVED Steve ] from my [SL:PERSON_REMINDED group ] reminder for [SL:TODO my party for mom and day ] ]
reminder	Remind me in 30 minutes to reply to my husband about tonight's dinner.	[IN:CREATE_REMINDER Remind [SL:PERSON_REMINDED me ] [SL:DATE_TIME in 30 minutes ] to [SL:TODO [IN:REPLY_MESSAGE reply to [SL:RECIPIENT [IN:GET_CONTACT [SL:CONTACT_RELATED my ] [SL:TYPE_RELATION husband ] ] ] about [SL:CONTENT_EXACT [IN:GET_EVENT [SL:DATE_TIME tonight ] 's [SL:CATEGORY_EVENT dinner ] ] ] ] ] . ]
reminder	add chey to daycare reminder on tuesday	[IN:UPDATE_REMINDER add [SL:PERSON_REMINDED_ADDED chey ] to [SL:TODO daycare ] reminder [SL:DATE_TIME on tuesday ] ]
reminder	Delete Ava on Parents group meeting reminder.	[IN:UPDATE_REMINDER Delete [SL:PERSON_REMINDED_REMOVED Ava ] on [SL:TODO Parents group meeting ] reminder . ]
